identifier,village_name,lat,lon,viirs_radiance,solar_radiation_j,landuse_code,terrain_slope_deg,ndvi,worldpop_density,rainfall_mm
,Kalalé,10.096028,3.169365,0.30583334,6.337425892454427E8,40,0.4996504,0.38632703,0.3997422,1212.3982157707214
,Kalalé,10.524675,3.591892,0.30916667,6.467341867454427E8,20,0.6724062,0.40325066,0.456356,1263.1922804117203
,Kalalé,10.266494,3.50626,0.29083332,6.42456991578776E8,20,1.0570972,0.38329077,0.41791928,1199.3580434322357
,Kalalé,10.316591,3.206393,0.27166668,6.39449019578776E8,20,1.1807737,0.32272866,0.90723,1085.218775972724
,Kalalé,10.075111,3.120489,0.27833334,6.326000749121094E8,20,1.0498704,0.4052436,0.3243199,1201.0589392185211
,Kalalé,10.565926,3.706056,0.29083332,6.490755864121094E8,40,1.0404531,0.35555026,0.5091175,1252.3804080141708
,Kalalé,10.105965,3.044788,0.30083334,6.314104947454427E8,30,0.86698186,0.3417212,0.3226378,1171.4664385318756
,Kalalé,10.201534,3.072333,0.31833333,6.35885323078776E8,40,0.8821696,0.35637155,0.4885295,1118.1617459058762
,Kalalé,10.368109,3.197876,0.27666667,6.409698174121094E8,40,1.0242721,0.33979133,0.8565838,1110.4022363424301
,Kalalé,10.549919,3.568942,0.29666668,6.467341867454427E8,20,0.3864487,0.3280477,0.47658157,1263.1922804117203
,Kalalé,10.140219,2.977765,0.29749998,6.314104947454427E8,20,0.8899158,0.37489456,0.5016577,1188.627398610115
,Kalalé,10.60637,3.730596,0.29416665,6.490755864121094E8,30,0.4006929,0.30385116,0.35191607,1239.2739176750183
,Kalalé,10.376855,3.184497,0.2975,6.409698174121094E8,20,1.2757604,0.3924575,0.625601,1110.4022363424301
,Kalalé,10.449737,3.50657,0.30666667,6.44096533078776E8,20,0.3306899,0.3462061,0.5978696,1214.457473218441
,Kalalé,10.404068,3.029552,0.3075,6.38821771078776E8,40,0.7194413,0.29050907,0.93351436,1168.8648164272308
,Kalalé,10.354171,3.197627,0.27166668,6.409698174121094E8,40,0.8079988,0.36570048,0.89169246,1110.4022363424301
,Kalalé,10.304357,3.324915,0.37083334,6.40457068578776E8,20,1.2152916,0.47435132,1.2984962,1048.6061440706253
,Kalalé,10.248325,3.311339,0.27916667,6.380308652454427E8,40,1.7700922,0.36174667,0.6746622,1034.8793535530567
,Kalalé,10.23074,3.43082,0.31083333,6.393859262454427E8,40,0.48961386,0.3328684,0.34980574,1099.6345598697662
,Kalalé,10.317161,3.199463,0.2575,6.39449019578776E8,40,0.95687836,0.30257943,0.73621935,1085.218775972724
,Kalalé,10.372245,3.190331,0.31416667,6.409698174121094E8,40,0.7768452,0.3169169,0.74896,1110.4022363424301
,Kalalé,10.176514,3.156923,0.28833333,6.369141459121094E8,40,1.5632778,0.32954964,0.8077074,1133.3404609560966
,Kalalé,10.35105,3.234526,0.25583333,6.409698174121094E8,20,0.8816412,0.34286803,0.887615,1094.7536761760712
,Kalalé,10.352061,3.195056,0.25166667,6.409698174121094E8,40,0.34680262,0.2968697,0.8572309,1110.4022363424301
,Kalalé,10.084781,3.037855,0.32500002,6.314104947454427E8,40,0.52010643,0.34285688,0.30335516,1204.7712701559067
,Kalalé,10.138069,3.140884,0.31,6.326000749121094E8,20,0.8941971,0.40869328,0.53497744,1185.0663209557533
,Kalalé,10.497892,3.763739,0.34416667,6.48786167578776E8,20,0.6379742,0.37603685,0.42490152,1250.97282615304
,Kalalé,10.212623,3.529318,0.27916667,6.40435016578776E8,40,1.0865502,0.35443267,0.47437686,1169.8720837533474
,Kalalé,10.363836,3.189021,0.25416666,6.409698174121094E8,40,0.76327944,0.3646853,0.73100734,1110.4022363424301
,Kalalé,10.252852,3.380154,0.30666667,6.414883949121094E8,20,0.8342654,0.37919652,0.5709552,1062.2967071533203
,Kalalé,10.420336,3.255372,0.26333332,6.419523817454427E8,40,0.88173676,0.29701442,0.5893125,1140.5065780878067
,Kalalé,10.262121,3.243234,0.29083332,6.39449019578776E8,40,0.6697639,0.35250628,1.1730803,1071.7668468356133
,Kalalé,10.451589,3.173216,0.31083333,6.409698174121094E8,30,0.6183033,0.35680458,0.5026245,1139.0776040554047
,Kalalé,10.439251,3.142168,0.27666667,6.399526397454427E8,20,0.80596495,0.34622705,0.41938564,1143.9825007915497
,Kalalé,10.163261,3.300961,0.255,6.380308652454427E8,40,0.9915954,0.31810197,0.62417257,1066.723705291748
,Kalalé,10.236519,3.42408,0.31,6.393859262454427E8,20,0.39046204,0.4283788,0.3654442,1099.6345598697662
,Kalalé,10.417762,3.303105,0.29666668,6.419523817454427E8,20,1.0474911,0.4251795,0.5104055,1177.663654088974
,Kalalé,10.181162,3.157027,0.26833335,6.369141459121094E8,40,0.8079611,0.31748527,0.8231755,1133.3404609560966
,Kalalé,10.126136,2.991984,0.28916666,6.314104947454427E8,20,1.1649866,0.4090154,0.549948,1188.627398610115
,Kalalé,10.230894,3.250115,0.26833335,6.369141459121094E8,30,0.56358093,0.33155504,1.0661603,1079.7634127140045
,Kalalé,10.14032,3.239119,0.28666666,6.337425892454427E8,30,1.386765,0.37863284,0.5915321,1176.4213207960129
,Kalalé,10.29639,3.367821,0.325,6.414883949121094E8,10,0.24481697,0.49311417,1.0668795,1062.2967071533203
,Kalalé,10.178032,3.074566,0.24666667,6.35885323078776E8,40,1.1930202,0.32915512,0.6156249,1157.6640315055847
,Kalalé,10.40456,3.192778,0.27416667,6.409698174121094E8,40,0.6183033,0.31400222,0.6124193,1139.0776040554047
,Kalalé,10.089332,3.246794,0.2675,6.337425892454427E8,20,0.77683824,0.37246343,0.43915504,1198.1373279094696
,Kalalé,10.411495,3.21896,0.28416666,6.409698174121094E8,40,0.64738333,0.31094053,0.5987879,1152.5737138986588
,Kalalé,10.045592,3.182808,0.29583332,6.30867691078776E8,40,0.99912924,0.32637197,0.35110793,1248.9135591983795
,Kalalé,10.469206,3.269108,0.3125,6.434367314121094E8,20,0.5501772,0.35958403,0.53875095,1143.938571691513
,Kalalé,10.512553,3.79159,0.28916666,6.48786167578776E8,20,0.6475736,0.37145552,0.40815485,1272.5539709329605
,Kalalé,10.404658,3.1385,0.74583334,6.399526397454427E8,40,1.1274952,0.36374336,0.4924174,1143.9825007915497
,Kalalé,10.350177,3.326397,0.29666668,6.419523817454427E8,20,2.1704419,0.39987385,0.53471136,1090.4200187027454
,Kalalé,10.240973,3.130744,0.29583332,6.35885323078776E8,30,1.2659434,0.32204852,0.8200395,1115.7554858028889
,Kalalé,10.189994,3.38369,0.29333332,6.393859262454427E8,40,1.0621943,0.3814071,0.33782536,1104.6937719583511
,Kalalé,10.363878,3.481613,0.29083332,6.44096533078776E8,40,0.60956824,0.3609477,0.761022,1171.4466632008553
,Kalalé,10.165865,3.464685,0.31333333,6.40435016578776E8,20,1.258561,0.44390658,0.26485765,1156.7898970842361
,Kalalé,10.255129,3.433464,0.31916666,6.414883949121094E8,20,1.1072944,0.3651436,0.39406645,1112.4949780404568
,Kalalé,10.088415,3.200924,0.315,6.337425892454427E8,40,0.7343661,0.32451317,0.8246963,1198.1373279094696
,Kalalé,10.080547,3.162127,0.2875,6.337425892454427E8,40,0.6467416,0.38960382,0.38549072,1212.3982157707214
,Kalalé,10.362118,3.254195,0.25666666,6.419523817454427E8,20,1.3149962,0.44281593,1.0575075,1095.5018055438995
,Kalalé,10.39731,3.312931,0.26416665,6.419523817454427E8,20,1.6807475,0.30388632,0.47418892,1090.4200187027454
,Kalalé,10.601996,3.687839,0.3025,6.490755864121094E8,40,0.5202822,0.32068318,0.3224777,1241.1574852466583
,Kalalé,10.315134,3.397508,0.31,6.414883949121094E8,10,1.0194532,0.41053003,1.093808,1061.9969257712364
,Kalalé,10.079893,3.200427,0.28583333,6.337425892454427E8,40,0.8749292,0.33634955,0.8747808,1198.1373279094696
,Kalalé,10.185886,3.309397,0.27333334,6.380308652454427E8,20,0.5633531,0.41300035,0.89999354,1074.874345421791
,Kalalé,10.238204,3.249671,0.27916667,6.369141459121094E8,30,0.8944588,0.35008842,1.435655,1079.7634127140045
,Kalalé,10.322404,3.136021,0.27166668,6.38424586578776E8,20,0.78102654,0.36146027,0.6259207,1118.4123086929321
,Kalalé,10.138504,3.150502,0.31166667,6.337425892454427E8,40,1.5048256,0.34246215,0.5561943,1181.207203514874
,Kalalé,10.169223,3.197931,0.33,6.369141459121094E8,40,1.2175912,0.289855,0.60822356,1133.3404609560966
,Kalalé,10.037913,3.174002,0.3,6.30867691078776E8,40,0.9718298,0.34313414,0.370885,1248.9135591983795
,Kalalé,10.587823,3.666193,0.285,6.490755864121094E8,30,0.8537651,0.32666895,0.4480426,1239.6281988620758
,Kalalé,10.174172,3.089854,0.3025,6.35885323078776E8,40,0.6183033,0.32569075,0.62329197,1157.6640315055847
,Kalalé,10.085706,3.082571,0.29333332,6.326000749121094E8,20,0.6183033,0.39945123,0.3383655,1209.6427211761475
,Kalalé,10.162421,3.30478,0.26500002,6.380308652454427E8,40,0.9915954,0.34654748,0.59892356,1074.874345421791
,Kalalé,10.552662,3.770873,0.30833334,6.498481572454427E8,40,0.57162124,0.26789168,0.5059303,1226.1692762374878
,Kalalé,10.267374,3.319551,0.26999998,6.40457068578776E8,40,0.2818201,0.31733257,0.7853228,1022.2991848513484
,Kalalé,10.233149,3.36757,0.27083334,6.393859262454427E8,20,0.59665966,0.4208006,0.60041773,1069.293197453022
,Kalalé,10.215102,3.188859,0.28166667,6.369141459121094E8,40,1.2563708,0.34281757,1.1116276,1106.6389233469963
,Kalalé,10.475814,3.54637,0.315,6.456118174121094E8,20,0.42230487,0.3373093,0.78623,1212.8494446538389
,Kalalé,10.506495,3.714681,0.31833333,6.478108554121094E8,40,0.6232796,0.2767698,0.55489504,1256.3853540420532
,Kalalé,10.615731,3.613776,0.31,6.483706699121094E8,30,0.38888425,0.3179436,0.3752665,1245.937924027443
,Kalalé,10.263062,3.379956,0.32833332,6.414883949121094E8,20,0.32355303,0.42048863,0.7524084,1062.2967071533203
,Kalalé,10.111389,2.946319,0.2925,6.298987719121094E8,20,1.5164824,0.41428575,0.32865518,1165.1863533258438
,Kalalé,10.419741,3.203976,0.26916668,6.409698174121094E8,40,0.9406295,0.37701347,0.5989535,1152.5737138986588
,Kalalé,10.31954,3.149394,0.30083334,6.39449019578776E8,40,0.22041473,0.38295302,0.6287443,1105.1683926582336
,Kalalé,10.292662,3.206282,0.2775,6.39449019578776E8,40,0.8441353,0.2898442,1.1438589,1071.7668468356133
,Kalalé,10.085353,3.162515,0.35,6.337425892454427E8,40,1.0487729,0.3443443,0.39138773,1212.3982157707214
,Kalalé,10.310892,3.260897,0.31,6.40457068578776E8,20,3.0764298,0.3990577,0.57038665,1056.5053889751434
,Kalalé,10.304764,3.260228,0.31666666,6.40457068578776E8,40,1.3352458,0.3403341,0.58243656,1056.5053889751434
,Kalalé,10.251209,3.458385,0.3075,6.42456991578776E8,40,2.5920026,0.35476676,0.39675012,1164.8532810807228
,Kalalé,10.122596,3.642865,0.27916667,6.39118413078776E8,20,0.9460763,0.4319249,0.38429722,1242.1516742124222
,Kalalé,10.313066,3.455359,0.33333334,6.42456991578776E8,20,0.56337106,0.3787458,1.3579082,1179.102394580841
,Kalalé,10.247209,3.363478,0.28666666,6.393859262454427E8,20,0.5633618,0.34867388,0.83548623,1069.293197453022
,Kalalé,10.581129,3.666493,0.27916667,6.490755864121094E8,30,0.3864487,0.30276075,0.5053264,1239.6281988620758
,Kalalé,10.252323,3.519838,0.295,6.42456991578776E8,20,0.94843,0.37504244,0.44205657,1199.3580434322357
,Kalalé,10.261249,3.473518,0.315,6.42456991578776E8,20,0.785424,0.344039,0.4072227,1164.8532810807228
,Kalalé,10.406795,3.208594,0.27,6.409698174121094E8,20,0.87805897,0.3230971,0.6086099,1152.5737138986588
,Kalalé,10.303745,3.329588,0.33333334,6.40457068578776E8,20,1.3898458,0.30950084,1.116966,1048.6061440706253
,Kalalé,10.145544,2.997006,0.27916667,6.314104947454427E8,20,0.33052835,0.3877389,0.35246235,1188.627398610115
,Kalalé,10.216959,3.491178,0.32333332,6.40435016578776E8,20,0.5900903,0.39837652,0.3790817,1136.137113571167
,Kalalé,10.399697,3.024888,0.31,6.38821771078776E8,40,1.109768,0.31332296,0.7607958,1168.8648164272308
,Kalalé,10.55288,3.570244,0.27833334,6.483706699121094E8,40,0.15458144,0.28736138,0.48094767,1264.0370504260063
,Kalalé,10.394332,3.216152,0.2675,6.409698174121094E8,20,0.7811395,0.3320499,0.74615544,1094.7536761760712
,Kalalé,10.072983,3.248676,0.30083334,6.337425892454427E8,30,0.7323448,0.39832827,0.41488543,1198.1373279094696
,Kalalé,10.52349,3.776014,0.2575,6.48786167578776E8,30,0.7716646,0.32667768,0.44625655,1272.5539709329605
,Kalalé,10.308036,3.242928,0.29666665,6.39449019578776E8,40,0.47133794,0.2987083,0.62162316,1085.218775972724
,Kalalé,10.185632,3.317685,0.2525,6.380308652454427E8,20,0.66165704,0.40229204,0.8306681,1074.874345421791
,Kalalé,10.401786,3.494834,0.30416667,6.44096533078776E8,20,0.6256933,0.43849438,0.50399715,1215.3559450358152
,Kalalé,10.215536,3.52022,0.28666666,6.40435016578776E8,40,0.3467718,0.286348,0.4637712,1169.8720837533474
,Kalalé,10.191673,3.280592,0.2475,6.380308652454427E8,40,0.9994174,0.35855052,0.8922314,1066.723705291748
,Kalalé,10.246408,3.237199,0.255,6.369141459121094E8,40,0.28007206,0.31956142,1.199326,1079.7634127140045
,Kalalé,10.38971,3.300457,0.49083334,6.419523817454427E8,20,1.1020741,0.4348735,0.52735853,1095.5018055438995
,Kalalé,10.46762,3.272207,0.27166668,6.434367314121094E8,40,0.4715843,0.3274441,0.50292075,1143.938571691513
,Kalalé,10.289964,3.416686,0.37333333,6.414883949121094E8,20,2.0632038,0.3533568,0.5254255,1112.4949780404568
,Kalalé,10.454739,3.524268,0.32833335,6.456118174121094E8,20,0.59701484,0.3651533,0.97281086,1212.8494446538389
,Kalalé,10.253479,3.354007,0.27583334,6.414883949121094E8,20,0.7235693,0.33008704,1.1011198,1062.2967071533203
,Kalalé,10.312407,3.358958,0.30583334,6.414883949121094E8,40,1.3705722,0.3828783,0.6102227,1061.9969257712364
,Kalalé,10.126916,3.038152,0.3175,6.314104947454427E8,30,1.1550502,0.35749876,0.38382414,1171.4664385318756
,Kalalé,10.279777,3.501058,0.27583334,6.42456991578776E8,40,0.7768429,0.31081393,0.44345972,1199.3580434322357
,Kalalé,10.55771,3.788137,0.27916667,6.498481572454427E8,40,0.6257732,0.26779014,0.48297265,1226.1692762374878
,Kalalé,10.196356,3.517346,0.31166667,6.40435016578776E8,20,0.63066936,0.38540706,0.39830738,1181.7852929234505
,Kalalé,10.141212,3.164732,0.2925,6.337425892454427E8,20,0.80018914,0.41470844,0.56665486,1181.207203514874
,Kalalé,10.219357,3.293157,0.34583333,6.380308652454427E8,20,0.88217354,0.38361412,0.76379955,1043.4773705601692
,Kalalé,10.175126,3.100149,0.285,6.35885323078776E8,30,1.6896198,0.29618123,0.62515867,1140.4452772140503
,Kalalé,10.037065,3.198382,0.34666666,6.30867691078776E8,20,0.7886636,0.39266977,0.6462559,1262.017277956009
,Kalalé,10.386684,3.22696,0.2725,6.409698174121094E8,40,0.9307318,0.31694436,0.941884,1094.7536761760712
,Kalalé,10.190639,3.558044,0.31083333,6.41366427578776E8,20,0.9307276,0.45635608,0.5236981,1220.655989009887
,Kalalé,10.038189,3.160971,0.30166668,6.30867691078776E8,40,0.6999978,0.34676936,0.31785747,1248.9135591983795
,Kalalé,10.521781,3.749235,0.30666667,6.478108554121094E8,40,0.4223601,0.28078917,0.512378,1256.3853540420532
,Kalalé,10.469165,3.263864,0.31833333,6.434367314121094E8,40,0.628768,0.33674118,0.56696635,1143.938571691513
,Kalalé,10.465551,3.555684,0.3275,6.467341867454427E8,20,0.5714783,0.35985693,0.57428545,1254.1427487283945
,Kalalé,10.363051,3.310978,0.29166666,6.419523817454427E8,10,1.5005276,0.4233314,0.4807257,1090.4200187027454
,Kalalé,10.407008,3.180626,0.2475,6.409698174121094E8,20,0.94062865,0.34743965,0.533015,1139.0776040554047
,Kalalé,10.103583,3.012814,0.24333334,6.314104947454427E8,20,1.4869606,0.37128225,0.35310084,1171.4664385318756
,Kalalé,10.179023,3.165017,0.2775,6.369141459121094E8,30,1.4454732,0.30106568,0.8164774,1133.3404609560966
,Kalalé,10.367613,3.23272,0.2775,6.409698174121094E8,40,0.49991608,0.32952985,1.1947782,1094.7536761760712
,Kalalé,10.106085,3.015702,0.32166666,6.314104947454427E8,20,1.3507023,0.37188768,0.3687526,1171.4664385318756
,Kalalé,10.09835,3.229449,0.42166668,6.337425892454427E8,20,0.8645115,0.33062533,0.43864805,1198.1373279094696
,Kalalé,10.212134,3.084296,0.26166666,6.35885323078776E8,20,0.94233435,0.38528925,0.50790006,1118.1617459058762
,Kalalé,10.325653,3.136338,0.27166668,6.38424586578776E8,20,0.78102654,0.36146027,0.6259207,1118.4123086929321
,Kalalé,10.347045,3.191589,0.29,6.39449019578776E8,20,1.4924561,0.3600706,0.919819,1105.1683926582336
,Kalalé,10.454248,3.485343,0.30666667,6.456118174121094E8,40,0.4222813,0.3062607,0.49526137,1238.4737437590957
,Kalalé,10.080526,3.273861,0.2775,6.352367164121094E8,20,1.3346434,0.38253543,0.40279233,1187.2669204473495
,Kalalé,10.380203,3.257422,0.25583333,6.419523817454427E8,20,1.2617426,0.35344705,0.6064091,1095.5018055438995
,Kalalé,10.361847,3.208738,0.30416667,6.409698174121094E8,40,0.73782724,0.3099195,1.1752231,1094.7536761760712
,Kalalé,10.135016,3.147279,0.33666667,6.326000749121094E8,30,1.1775755,0.37480482,0.5339966,1185.0663209557533
,Kalalé,10.077218,3.178517,0.28,6.337425892454427E8,40,0.7886446,0.34584346,0.39599532,1212.3982157707214
,Kalalé,10.392308,3.355265,0.28083333,6.429765607454427E8,40,0.82752514,0.33290026,0.34621003,1130.6243630945683
,Kalalé,10.289496,3.354615,0.31166667,6.414883949121094E8,20,0.8537581,0.4711019,0.73956144,1062.2967071533203
,Kalalé,10.123948,3.161379,0.325,6.337425892454427E8,40,1.0401515,0.337802,0.48998064,1181.207203514874
,Kalalé,10.404154,3.290129,0.28,6.419523817454427E8,20,1.6245748,0.40952957,0.61330473,1140.5065780878067
,Kalalé,10.359873,3.20443,0.26416665,6.409698174121094E8,40,1.3397065,0.29676226,1.0302587,1094.7536761760712
,Kalalé,10.114741,3.085684,0.29500002,6.326000749121094E8,40,1.7877898,0.31091198,0.52623343,1194.8997583389282
,Kalalé,10.599229,3.816414,0.42,6.498481572454427E8,40,0.7008908,0.24917023,1.0561361,1192.2327399253845
,Kalalé,10.490772,3.68058,0.34083334,6.478108554121094E8,20,0.806065,0.38560873,0.9614773,1259.0670099258423
,Kalalé,10.133991,3.231735,0.27166668,6.337425892454427E8,40,1.1709955,0.37858114,0.56498736,1176.4213207960129
,Kalalé,10.271569,3.102781,0.285,6.38424586578776E8,30,1.2660074,0.4047789,0.42497104,1121.4507756084204
,Kalalé,10.366195,3.200568,0.27583334,6.409698174121094E8,40,0.8191744,0.33560497,0.9120058,1094.7536761760712
,Kalalé,10.245533,3.535194,0.31916666,6.40435016578776E8,20,0.9918392,0.33710656,0.51152605,1169.8720837533474
,Kalalé,10.387456,3.291778,0.35083333,6.419523817454427E8,20,1.1026812,0.46779397,0.5853921,1095.5018055438995
,Kalalé,10.186061,3.112726,0.28083333,6.35885323078776E8,40,1.3143125,0.3344485,0.64497477,1140.4452772140503
,Kalalé,10.423053,3.260221,0.26833332,6.419523817454427E8,40,0.5500946,0.3454241,0.6242598,1140.5065780878067
,Kalalé,10.073349,3.162044,0.34083334,6.337425892454427E8,40,0.77683777,0.35889748,0.36416885,1212.3982157707214
,Kalalé,10.271761,3.281036,0.30333334,6.40457068578776E8,20,1.8891492,0.36088803,0.67900157,1036.2574679851532
,Kalalé,10.204935,3.193328,0.285,6.369141459121094E8,40,0.8079668,0.34131846,0.8639648,1106.6389233469963
,Kalalé,10.076635,3.157778,0.33083335,6.337425892454427E8,40,1.0401227,0.30885896,0.37244523,1212.3982157707214
,Kalalé,10.035183,3.149657,0.30083334,6.30867691078776E8,20,1.2238023,0.37383386,0.26972085,1248.9135591983795
,Kalalé,10.279586,3.13415,0.26083332,6.38424586578776E8,20,1.1213942,0.424491,0.4624628,1121.4507756084204
,Kalalé,10.165431,3.351591,0.28666666,6.393859262454427E8,20,0.8942753,0.39234766,0.41474456,1104.6937719583511
,Kalalé,10.260815,3.247912,0.31583333,6.39449019578776E8,40,0.4002633,0.34341097,1.18029,1071.7668468356133
,Kalalé,10.292473,3.131021,0.27666667,6.38424586578776E8,30,0.8401989,0.35334077,0.4687915,1121.4507756084204
,Kalalé,10.336215,3.178771,0.33333334,6.39449019578776E8,40,1.3901416,0.3406946,0.67742854,1105.1683926582336
,Kalalé,10.269246,3.482146,0.28,6.42456991578776E8,20,1.200658,0.3516725,0.44845653,1164.8532810807228
,Kalalé,10.466117,3.184846,0.28333333,6.424658877454427E8,40,0.9307335,0.33644968,0.503611,1140.097592830658
,Kalalé,10.38794,3.502921,0.27,6.44096533078776E8,20,0.7811287,0.35550746,0.5011337,1194.5549592673779
,Kalalé,10.437585,3.29967,0.27,6.419523817454427E8,20,0.905321,0.40417048,0.55214196,1140.5065780878067
,Kalalé,10.425894,3.496637,0.31583333,6.44096533078776E8,40,0.30916065,0.32310697,0.51026857,1215.3559450358152
,Kalalé,10.212532,3.471368,0.28916666,6.40435016578776E8,20,1.5168077,0.32503575,0.34660348,1136.137113571167
,Kalalé,10.202567,3.090129,0.2825,6.35885323078776E8,40,0.49589095,0.32853332,0.59328425,1118.1617459058762
,Kalalé,10.375345,3.300285,0.25583333,6.419523817454427E8,20,0.8007569,0.44000086,0.5356183,1095.5018055438995
,Kalalé,10.146668,3.330649,0.305,6.352367164121094E8,20,0.5633481,0.34966743,0.36445308,1149.9927718639374
,Kalalé,10.241273,3.099799,0.24333334,6.35885323078776E8,40,1.6651393,0.36405048,0.5502223,1115.7554858028889
,Kalalé,10.248134,3.341007,0.305,6.380308652454427E8,20,0.47033933,0.36306643,1.0101094,1034.8793535530567
,Kalalé,10.158806,3.342212,0.2825,6.380308652454427E8,20,0.8054075,0.36122185,0.4268987,1074.874345421791
